Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Joni Ernst,joniernst,2014-11-02 00:00:00+00:00,2856787757,female,United States of America,1970-07-01 00:00:00+00:00,50.0,senjoniernst,Republican,Ernst
Jose Esteves,estevesmilpitas,2010-12-29 00:00:00+00:00,231643794,male,Philippines,1947-01-01 00:00:00+00:00,73.0,,Republican,Esteves
Jose Tosado,josetosado4rep,,,male,United States of America,1953-12-18 00:00:00+00:00,66.0,,Democratic,Tosado
Joseph Avellone,AvelloneForGov,,,male,United States of America,1948-09-29 00:00:00+00:00,72.0,,Democratic,Avellone
Joseph C. Lindsey,joelindseyva90,2014-07-21 00:00:00+00:00,2665780009,male,United States of America,1959-08-10 00:00:00+00:00,61.0,,Democratic,Lindsey
Joseph Morelle,votemorelle,,,male,United States of America,1957-04-29 00:00:00+00:00,63.0,,Democratic,Morelle
Joseph Morelle,votemorelle,2018-03-23 00:00:00+00:00,977247448820305920,male,United States of America,1957-04-29 00:00:00+00:00,63.0,,Democratic,Morelle
Joseph R. Pitts,RepJoePitts,,,male,United States of America,1939-10-10 00:00:00+00:00,81.0,,Republican,Pitts
Josette Sheeran,JosetteSheeran,2009-07-24 00:00:00+00:00,59708490,female,United States of America,1954-01-01 00:00:00+00:00,66.0,,Republican,Sheeran
Josh Gottheimer,RepJoshG,2016-12-31 00:00:00+00:00,815310506596691968,male,United States of America,1975-03-08 00:00:00+00:00,45.0,repjoshg,Democratic,Gottheimer
Josh Green,DrJoshGreen,,,male,United States of America,1970-02-11 00:00:00+00:00,50.0,drjoshgreen,Democratic,Green
Josh Harder,RepJoshHarder,2019-01-03 00:00:00+00:00,1080851152151953410,male,United States of America,1986-08-01 00:00:00+00:00,34.0,repjoshharder,Democratic,Harder
Josh Hawley,HawleyMO,2014-02-19 00:00:00+00:00,2352629311,male,United States of America,1979-12-31 00:00:00+00:00,40.0,joshhawleymo,Republican,Hawley
Josh S. Cutler,joshcutler,,,male,United States of America,1971-01-22 00:00:00+00:00,49.0,,Democratic,Cutler
Josh Shapiro,joshshapiropa,2009-03-13 00:00:00+00:00,24209167,male,United States of America,1973-06-20 00:00:00+00:00,47.0,paattorneygen,Democratic,Shapiro
José Enrique Serrano,RepJoseSerrano,2009-04-20 00:00:00+00:00,33563161,male,United States of America,1943-10-24 00:00:00+00:00,77.0,repjoseserrano,Democratic,Serrano
José R. Oliva,repjoseoliva,2009-05-05 00:00:00+00:00,37946269,male,United States of America,1973-01-06 00:00:00+00:00,47.0,,Republican,Oliva
José R. Rodríguez,JoseforTexas,2010-08-03 00:00:00+00:00,174281775,male,United States of America,1948-03-01 00:00:00+00:00,72.0,,Democratic,Rodríguez
Joy Koesten,joyforkansas,2015-12-24 00:00:00+00:00,4644462374,female,United States of America,1954-12-30 00:00:00+00:00,65.0,,Democratic,Koesten
Joy Morrissey,joymorrissey,2012-03-25 00:00:00+00:00,536479831,female,United States of America,1981-01-30 00:00:00+00:00,39.0,,Other,Morrissey
Joyce Beatty,RepBeatty,2013-06-19 00:00:00+00:00,1531521632,female,United States of America,1950-03-12 00:00:00+00:00,70.0,repbeatty,Democratic,Beatty
Joyce Craig,JoyceCraigNH,2015-01-19 00:00:00+00:00,2986429745,female,United States of America,,,,Democratic,Craig
Joyce Elliott,xjelliott,,,female,United States of America,1951-03-20 00:00:00+00:00,69.0,,Democratic,Elliott
Juan Dalmau Ramírez,juandalmau2016,,t2085606663,male,United States of America,1973-07-23 00:00:00+00:00,47.0,,Other,Ramírez
Juan Vargas,RepJuanVargas,2013-03-11 00:00:00+00:00,1260172386,male,United States of America,1961-03-07 00:00:00+00:00,59.0,repjuanvargas,Democratic,Vargas
Judy Chu,RepJudyChu,2010-09-22 00:00:00+00:00,193732179,female,United States of America,1953-07-07 00:00:00+00:00,67.0,repjudychu,Democratic,Chu
Julia Brownley,RepBrownley,2017-10-25 00:00:00+00:00,923251678652043269,female,United States of America,1952-08-28 00:00:00+00:00,68.0,juliabrownley26,Democratic,Brownley
Julia Brownley,RepBrownley,2013-03-05 00:00:00+00:00,1243902714,female,United States of America,1952-08-28 00:00:00+00:00,68.0,juliabrownley26,Democratic,Brownley
Julia Nesheiwat,JuliaNesheiwat,,,female,United States of America,1975-01-01 00:00:00+00:00,45.0,julianesheiwat,Republican,Nesheiwat
Julian Carroll,julianpcarroll,,,male,United States of America,1931-01-01 00:00:00+00:00,89.0,,Democratic,Carroll
Julian Carroll,julianpcarroll,,,male,United States of America,1931-04-16 00:00:00+00:00,89.0,,Democratic,Carroll
Julie Anne Genter,JulieAnneGenter,2010-04-05 00:00:00+00:00,129943834,female,United States of America,1979-12-17 00:00:00+00:00,40.0,julieannegenter,Other,Genter
Julissa Ferreras,JulissaFerreras,2009-04-28 00:00:00+00:00,36118658,female,United States of America,1976-11-02 00:00:00+00:00,44.0,,Democratic,Ferreras
Julián Castro,JulianCastro,2009-01-28 00:00:00+00:00,19682187,male,United States of America,1974-09-16 00:00:00+00:00,46.0,juliancastrotx,Democratic,Castro
Julián Castro,JulianCastro,,,male,United States of America,1974-09-16 00:00:00+00:00,46.0,juliancastrotx,Democratic,Castro
Julián Castro,juliancastro,2009-01-28 00:00:00+00:00,19682187,male,United States of America,1974-09-16 00:00:00+00:00,46.0,juliancastrotx,Democratic,Castro
Julián Castro,juliancastro,,,male,United States of America,1974-09-16 00:00:00+00:00,46.0,juliancastrotx,Democratic,Castro
Justin Amash,justinamash,2011-01-04 00:00:00+00:00,233842454,male,United States of America,1980-04-18 00:00:00+00:00,40.0,,Other,Amash
Justin Amash,justinamash,2011-01-04 00:00:00+00:00,233842454,male,United States of America,1980-04-18 00:00:00+00:00,40.0,,Republican,Amash
K. T. McFarland,KTMcFarland,2017-12-03 00:00:00+00:00,937553718236590080,female,United States of America,1951-07-22 00:00:00+00:00,69.0,,Republican,McFarland
Kal Penn,KalPenn,2009-03-12 00:00:00+00:00,24024778,male,United States of America,1977-04-23 00:00:00+00:00,43.0,kalpenn,Democratic,Penn
Kamala Harris,KamalaHarris,2009-04-10 00:00:00+00:00,30354991,female,United States of America,1964-10-20 00:00:00+00:00,56.0,kamalaharris,Democratic,Harris
Kamala Harris,KamalaHarris,2016-11-01 00:00:00+00:00,803694179079458816,female,United States of America,1964-10-20 00:00:00+00:00,56.0,kamalaharris,Democratic,Harris
Kane,GlennJacobsTN,2016-05-21 00:00:00+00:00,734096443561148416,male,Spain,1967-04-26 00:00:00+00:00,53.0,,Republican,Kane
Kane,GlennJacobsTN,2012-10-20 00:00:00+00:00,892245979,male,Spain,1967-04-26 00:00:00+00:00,53.0,,Republican,Kane
Kaniela Ing,KanielaIng,2009-03-14 00:00:00+00:00,24352029,male,United States of America,1988-12-24 00:00:00+00:00,31.0,,Democratic,Ing
Kansen Chu,KansenChu,2009-07-23 00:00:00+00:00,59626402,male,Taiwan,1952-10-27 00:00:00+00:00,68.0,kansenchu,Other,Chu
Kansen Chu,KansenChu,2009-07-23 00:00:00+00:00,59626402,male,Empire of Japan,1952-10-27 00:00:00+00:00,68.0,kansenchu,Other,Chu
Kanye West,kanyewest,2010-07-22 00:00:00+00:00,169686021,male,United States of America,1977-06-08 00:00:00+00:00,43.0,,Republican,West
Karen Bass,RepKarenBass,2011-01-18 00:00:00+00:00,239949176,female,United States of America,1953-10-03 00:00:00+00:00,67.0,repkarenbass,Democratic,Bass
Karen Freeman-Wilson,karenaboutgary,2011-04-22 00:00:00+00:00,286506215,female,United States of America,1960-10-24 00:00:00+00:00,60.0,reemankaren9042,Democratic,Freeman-Wilson
Karen Handel,karenhandel,2008-07-31 00:00:00+00:00,15673703,female,United States of America,1962-04-18 00:00:00+00:00,58.0,,Republican,Handel
Karen Pence,SecondLady,2013-10-01 00:00:00+00:00,1923451808,female,United States of America,1958-01-01 00:00:00+00:00,62.0,,Republican,Pence
Karen Pence,SecondLady,2017-01-19 00:00:00+00:00,822127086194348032,female,United States of America,1958-01-01 00:00:00+00:00,62.0,,Republican,Pence
Karen Pence,SecondLady,2017-01-20 00:00:00+00:00,822127086194348032,female,United States of America,1958-01-01 00:00:00+00:00,62.0,,Republican,Pence
Karen Spilka,KarenSpilka,,,female,United States of America,1953-01-11 00:00:00+00:00,67.0,,Democratic,Spilka
Karin Housley,KarinHousley,2008-01-11 00:00:00+00:00,12145102,female,United States of America,1964-01-20 00:00:00+00:00,56.0,,Republican,Housley
Karl Dean,KarlFDean,,,male,United States of America,1955-09-20 00:00:00+00:00,65.0,,Democratic,Dean
Karl Rove,KarlRove,2009-01-08 00:00:00+00:00,18791763,male,United States of America,1950-12-25 00:00:00+00:00,69.0,karlrove,Republican,Rove
Karla Bigham,karlabigham,2009-04-18 00:00:00+00:00,32962571,female,United States of America,1979-03-09 00:00:00+00:00,41.0,,Democratic,Bigham
Karla Bigham,karlabigham,2009-04-18 00:00:00+00:00,32962571,female,United States of America,1979-03-09 00:00:00+00:00,41.0,,Other,Bigham
Karyn Polito,MassLtGov,2011-02-16 00:00:00+00:00,253193437,female,United States of America,1966-11-11 00:00:00+00:00,54.0,massltgov,Republican,Polito
Kate Brown,oregongovbrown,2015-02-16 00:00:00+00:00,3023272478,female,Spain,1960-06-21 00:00:00+00:00,60.0,oregongovbrown,Democratic,Brown
Kate Hogan,repkatehogan,,,female,United States of America,1957-01-15 00:00:00+00:00,63.0,,Democratic,Hogan
Katherine A. Klausmeier,Sen_Klausmeier,2017-02-12 00:00:00+00:00,830828492329775104,female,United States of America,1950-02-22 00:00:00+00:00,70.0,,Democratic,Klausmeier
Katherine Clark,RepKClark,2014-01-15 00:00:00+00:00,2293131060,female,United States of America,1963-07-17 00:00:00+00:00,57.0,repkclark,Democratic,Clark
Kathleen Kane,KathleenGKane,,,female,United States of America,1967-06-14 00:00:00+00:00,53.0,,Democratic,Kane
Kathleen McGinty,mcgintycampaign,,,female,United States of America,1963-05-11 00:00:00+00:00,57.0,katiemcgintyforpa,Democratic,McGinty
Kathleen Merrigan,katmerrigan,2010-01-11 00:00:00+00:00,104007730,female,United States of America,1959-10-06 00:00:00+00:00,61.0,,Democratic,Merrigan
Kathleen Rice,RepKathleenRice,2015-01-09 00:00:00+00:00,2970462034,female,United States of America,1965-02-15 00:00:00+00:00,55.0,,Democratic,Rice
Kathleen Sebelius,sebelius,2014-06-09 00:00:00+00:00,2556859698,female,United States of America,1948-05-15 00:00:00+00:00,72.0,,Democratic,Sebelius
Kathleen Vinehout,VinehoutK,2012-02-21 00:00:00+00:00,499262656,female,United States of America,1958-06-16 00:00:00+00:00,62.0,,Democratic,Vinehout
Kathleen Williams,WilliamsForMT,2011-03-09 00:00:00+00:00,263345878,female,United States of America,1961-02-16 00:00:00+00:00,59.0,,Democratic,Williams
Kathy Byron,kathybyron,2012-09-14 00:00:00+00:00,823611157,female,United States of America,1953-09-05 00:00:00+00:00,67.0,,Republican,Byron
Kathy Castor,USRepKCastor,2013-09-18 00:00:00+00:00,1880674038,female,United States of America,1966-08-20 00:00:00+00:00,54.0,,Democratic,Castor
Kathy Hochul,LtGovHochulNY,2010-03-31 00:00:00+00:00,128290790,female,United States of America,1958-08-27 00:00:00+00:00,62.0,ltgovhochulny,Democratic,Hochul
Kathy Hochul,LtGovHochulNY,,,female,United States of America,1958-08-27 00:00:00+00:00,62.0,ltgovhochulny,Democratic,Hochul
Kathy Hochul,kathyhochul,2010-03-31 00:00:00+00:00,128290790,female,United States of America,1958-08-27 00:00:00+00:00,62.0,ltgovhochulny,Democratic,Hochul
Kathy Hochul,kathyhochul,,,female,United States of America,1958-08-27 00:00:00+00:00,62.0,ltgovhochulny,Democratic,Hochul
Kathy Sheehan,Sheehan4Albany,2019-02-20 00:00:00+00:00,1098293927197720576,female,United States of America,1963-12-05 00:00:00+00:00,56.0,,Democratic,Sheehan
Katie Arrington,karringtonsc,2009-03-19 00:00:00+00:00,25375137,female,United States of America,1970-12-06 00:00:00+00:00,49.0,katie4sc,Republican,Arrington
Katie Hill,RepKatieHill,2018-11-29 00:00:00+00:00,1068273911224094721,female,United States of America,1987-08-25 00:00:00+00:00,33.0,repkatiehill,Democratic,Hill
Katie Hobbs,secretaryhobbs,2017-02-21 00:00:00+00:00,834166677579321345,female,United States of America,1969-09-20 00:00:00+00:00,51.0,,Democratic,Hobbs
Katie Porter,RepKatiePorter,2019-01-04 00:00:00+00:00,1081222837459996672,female,United States of America,1974-01-03 00:00:00+00:00,46.0,repkatieporter,Democratic,Porter
Katrina Shealy,katrinashealy,2010-06-04 00:00:00+00:00,151908338,female,United States of America,1954-12-25 00:00:00+00:00,65.0,,Republican,Shealy
Kay Bailey Hutchison,kaybaileyhutch,,,female,United States of America,1943-07-22 00:00:00+00:00,77.0,,Republican,Hutchison
Kay Granger,RepKayGranger,2010-07-01 00:00:00+00:00,161743731,female,United States of America,1943-01-18 00:00:00+00:00,77.0,repkaygranger,Republican,Granger
Kay Ivey,GovernorKayIvey,2009-01-28 00:00:00+00:00,19668491,female,United States of America,1944-10-15 00:00:00+00:00,76.0,governorkayivey,Republican,Ivey
Kaye Kory,kayekory,2014-06-01 00:00:00+00:00,2540548986,female,United States of America,1947-04-18 00:00:00+00:00,73.0,,Democratic,Kory
Kayla Kessinger,KaylaKessinger,,,female,United States of America,1992-11-25 00:00:00+00:00,27.0,,Republican,Kessinger
Keisha Lance Bottoms,KeishaBottoms,2011-05-26 00:00:00+00:00,305818748,female,United States of America,1970-01-18 00:00:00+00:00,50.0,keishabottoms,Democratic,Bottoms
Keith Ellison,KeithEllison,2008-03-12 00:00:00+00:00,14135426,male,United States of America,1963-08-04 00:00:00+00:00,57.0,,Other,Ellison
Keith Ellison,KeithEllison,2008-03-12 00:00:00+00:00,14135426,male,United States of America,1963-08-04 00:00:00+00:00,57.0,,Democratic,Ellison
Keith Rothfus,KeithRothfus,2013-02-06 00:00:00+00:00,1155212191,male,United States of America,1962-04-25 00:00:00+00:00,58.0,,Republican,Rothfus
Kelda Roys,keldahelenroys,2009-11-24 00:00:00+00:00,92354626,female,United States of America,1979-06-24 00:00:00+00:00,41.0,,Democratic,Roys
Kelli Ward,kelliwardaz,2011-08-21 00:00:00+00:00,359403242,female,United States of America,1969-01-25 00:00:00+00:00,51.0,kelliwardaz,Other,Ward
Kelli Ward,kelliwardaz,2011-08-21 00:00:00+00:00,359403242,female,United States of America,1969-01-25 00:00:00+00:00,51.0,kelliwardaz,Republican,Ward
Kelly Ayotte,KellyAyotte,2010-12-22 00:00:00+00:00,229592356,female,United States of America,1968-06-27 00:00:00+00:00,52.0,,Republican,Ayotte
Kelly Loeffler,kloeffler,2009-04-07 00:00:00+00:00,29495695,female,United States of America,1970-11-27 00:00:00+00:00,49.0,kloefflerga,Republican,Loeffler
Kelly M. Armstrong,Armstrong_ND,2019-01-02 00:00:00+00:00,1080515866255593472,male,United States of America,1976-10-08 00:00:00+00:00,44.0,,Republican,Armstrong
Kelly M. Armstrong,RepArmstrongND,2019-01-02 00:00:00+00:00,1080515866255593472,male,United States of America,1976-10-08 00:00:00+00:00,44.0,,Republican,Armstrong
Kelly M. Armstrong,Armstrong_ND,2018-02-17 00:00:00+00:00,964996994623311874,male,United States of America,1976-10-08 00:00:00+00:00,44.0,,Republican,Armstrong
Kelly M. Armstrong,RepArmstrongND,2018-02-17 00:00:00+00:00,964996994623311874,male,United States of America,1976-10-08 00:00:00+00:00,44.0,,Republican,Armstrong
Kelly Schmidt,kekschmidt,2011-02-06 00:00:00+00:00,248402368,female,United States of America,1962-08-26 00:00:00+00:00,58.0,,Other,Schmidt
Kelly Schmidt,kekschmidt,2011-02-06 00:00:00+00:00,248402368,female,United States of America,1962-08-26 00:00:00+00:00,58.0,,Republican,Schmidt
Kellyanne Conway,KellyannePolls,2012-01-22 00:00:00+00:00,471672239,female,United States of America,1967-01-20 00:00:00+00:00,53.0,,Republican,Conway
Ken Blackwell,kenblackwell,2008-12-09 00:00:00+00:00,17993620,male,United States of America,1948-02-28 00:00:00+00:00,72.0,,Republican,Blackwell
Ken Block,KenBlockRI,2009-10-09 00:00:00+00:00,81255206,male,United States of America,1965-10-11 00:00:00+00:00,55.0,,Other,Block
Ken Buck,RepKenBuck,2014-11-05 00:00:00+00:00,2862577383,male,United States of America,1959-02-16 00:00:00+00:00,61.0,repkenbuck,Republican,Buck
Ken Buck,RepKenBuck,2014-11-05 00:00:00+00:00,2862577383,male,United States of America,1959-02-16 00:00:00+00:00,61.0,repkenbuck,Republican,Buck
Ken Calvert,KenCalvert,2009-03-02 00:00:00+00:00,22545491,male,United States of America,1953-06-08 00:00:00+00:00,67.0,repkencalvert,Republican,Calvert
Ken Paxton,kenpaxtontx,2009-06-09 00:00:00+00:00,45840174,male,United States of America,1962-12-23 00:00:00+00:00,57.0,,Republican,Paxton
Ken Salazar,kensalazar,2013-01-23 00:00:00+00:00,1112972713,male,United States of America,1955-03-02 00:00:00+00:00,65.0,,Democratic,Salazar
Ken Stolle,kenstolle,2009-07-12 00:00:00+00:00,56256477,male,United States of America,1954-07-07 00:00:00+00:00,66.0,,Republican,Stolle
Kendra Horn,RepKendraHorn,2017-06-30 00:00:00+00:00,880850093548687360,female,United States of America,1976-06-09 00:00:00+00:00,44.0,kendrahornforcongress,Democratic,Horn
Kendra Horn,hornforcongress,2017-06-30 00:00:00+00:00,880850093548687360,female,United States of America,1976-06-09 00:00:00+00:00,44.0,kendrahornforcongress,Democratic,Horn
Kendra Horn,RepKendraHorn,2019-01-09 00:00:00+00:00,1083019402046513152,female,United States of America,1976-06-09 00:00:00+00:00,44.0,kendrahornforcongress,Democratic,Horn
Kendra Horn,hornforcongress,2019-01-09 00:00:00+00:00,1083019402046513152,female,United States of America,1976-06-09 00:00:00+00:00,44.0,kendrahornforcongress,Democratic,Horn
Kenneth Mapp,governormapp,2015-05-15 00:00:00+00:00,3196634042,male,United States of America,1955-11-02 00:00:00+00:00,65.0,,Other,Mapp
Kenny Marchant,RepKenMarchant,2009-03-12 00:00:00+00:00,23976316,male,United States of America,1951-02-23 00:00:00+00:00,69.0,,Republican,Marchant
Kent Conrad,KentConrad,2010-07-02 00:00:00+00:00,162113704,male,United States of America,1948-03-12 00:00:00+00:00,72.0,,Democratic,Conrad
Kevin Brady,RepKevinBrady,2009-02-02 00:00:00+00:00,19926675,male,United States of America,1955-04-11 00:00:00+00:00,65.0,repkevinbrady,Republican,Brady
Kevin Cramer,kevincramer,2009-04-01 00:00:00+00:00,28267055,male,United States of America,1961-01-21 00:00:00+00:00,59.0,repkevincramer,Republican,Cramer
Kevin Cramer,kevincramer,2009-04-01 00:00:00+00:00,28267055,male,United States of America,1961-01-21 00:00:00+00:00,59.0,repkevincramer,Other,Cramer
Kevin Cramer,kevincramer,2009-04-01 00:00:00+00:00,28267055,male,United States of America,1961-01-21 00:00:00+00:00,59.0,repkevincramer,Republican,Cramer
Kevin Cramer,kevincramer,2009-04-01 00:00:00+00:00,28267055,male,United States of America,1961-01-21 00:00:00+00:00,59.0,repkevincramer,Other,Cramer
Kevin Faulconer,Kevin_Faulconer,2009-06-18 00:00:00+00:00,48534208,male,United States of America,1967-01-24 00:00:00+00:00,53.0,,Republican,Faulconer
Kevin Hern,repkevinhern,2018-11-28 00:00:00+00:00,1067818539179024386,male,United States of America,1961-12-04 00:00:00+00:00,58.0,,Republican,Hern
Kevin McCarthy,gopleader,2009-01-29 00:00:00+00:00,19739126,male,United States of America,1965-01-26 00:00:00+00:00,55.0,repkevinmccarthy,Republican,McCarthy
Kevin Parker,SenatorParker,2008-12-03 00:00:00+00:00,17845781,male,United States of America,1967-03-06 00:00:00+00:00,53.0,,Democratic,Parker
Kevin Stitt,GovStitt,,,male,United States of America,1972-12-28 00:00:00+00:00,47.0,,Republican,Stitt
Kevin Stitt,GovStitt,2017-05-18 00:00:00+00:00,865210877678686208,male,United States of America,1972-12-28 00:00:00+00:00,47.0,,Republican,Stitt
Kevin Yoder,RepKevinYoder,,,male,United States of America,1976-01-08 00:00:00+00:00,44.0,repkevinyoder,Republican,Yoder
Kevin de León,kdeleon,2009-04-13 00:00:00+00:00,30815935,male,United States of America,1966-12-10 00:00:00+00:00,53.0,,Democratic,León
Kiki Curls,kikicurls,2009-04-10 00:00:00+00:00,30384520,female,United States of America,1968-07-12 00:00:00+00:00,52.0,,Democratic,Curls
Kim Foxx,SAKimFoxx,2017-02-25 00:00:00+00:00,835541253601308672,female,United States of America,1972-04-01 00:00:00+00:00,48.0,kim_foxx,Democratic,Foxx
Kim Reynolds,KimReynoldsIA,,,female,United States of America,1959-08-04 00:00:00+00:00,61.0,kimreynoldsia,Republican,Reynolds
Kim Schrier,RepKimSchrier,2019-01-02 00:00:00+00:00,1080462532815532032,female,United States of America,1968-08-23 00:00:00+00:00,52.0,,Democratic,Schrier
Kim Wyman,KimWyman12,2011-06-29 00:00:00+00:00,326408771,female,United States of America,1962-07-15 00:00:00+00:00,58.0,,Republican,Wyman
Kionne L. McGhee,kionnemcghee,2009-04-18 00:00:00+00:00,32820923,male,United States of America,1977-11-23 00:00:00+00:00,42.0,,Democratic,McGhee
Kirk Caldwell,MayorKirkHNL,,,male,United States of America,1952-09-04 00:00:00+00:00,68.0,mayorkirkhnl,Democratic,Caldwell
Kirk Watson,kirkpwatson,2010-01-07 00:00:00+00:00,102792727,male,United States of America,1958-03-18 00:00:00+00:00,62.0,kirkpwatson,Democratic,Watson
Kirsten Gillibrand,SenGillibrand,2009-09-07 00:00:00+00:00,72198806,female,United States of America,1966-12-09 00:00:00+00:00,53.0,kirstengillibrand,Democratic,Gillibrand
Kristi Noem,govkristinoem,2011-01-07 00:00:00+00:00,235251868,female,United States of America,1971-11-30 00:00:00+00:00,48.0,repkristinoem,Republican,Noem
Kristina Keneally,KKeneally,2009-01-12 00:00:00+00:00,18925120,female,United States of America,1968-12-19 00:00:00+00:00,51.0,senatorkeneally,Other,Keneally
Krystal Ball,krystalball,2009-02-25 00:00:00+00:00,21862217,female,United States of America,1981-11-24 00:00:00+00:00,38.0,krystalmball,Democratic,Ball
Kshama Sawant,cmkshama,2014-01-03 00:00:00+00:00,2274777314,female,India,1973-10-15 00:00:00+00:00,47.0,cm.kshama,Other,Sawant
Kurt Daudt,kdaudt,2008-09-02 00:00:00+00:00,16100125,male,United States of America,1973-09-26 00:00:00+00:00,47.0,,Republican,Daudt
Kurt Schrader,RepSchrader,2009-02-10 00:00:00+00:00,20545793,male,United States of America,1951-10-19 00:00:00+00:00,69.0,,Democratic,Schrader
Kwame Raoul,kwameraoul,2011-01-16 00:00:00+00:00,239211082,male,United States of America,1964-09-30 00:00:00+00:00,56.0,,Democratic,Raoul
Kylie Oversen,KylieOversen,2012-07-02 00:00:00+00:00,624883838,female,United States of America,1989-03-02 00:00:00+00:00,31.0,kylie_oversen,Democratic,Oversen
Kyrsten Sinema,SenatorSinema,2013-01-11 00:00:00+00:00,1080844782,female,United States of America,1976-07-12 00:00:00+00:00,44.0,repsinema,Democratic,Sinema
LaToya Cantrell,mayorcantrell,2018-05-03 00:00:00+00:00,992056970248183808,female,United States of America,1972-04-03 00:00:00+00:00,48.0,mayorcantrell,Democratic,Cantrell
Lamar Alexander,SenAlexander,2009-09-23 00:00:00+00:00,76649729,male,United States of America,1940-07-03 00:00:00+00:00,80.0,senlamaralexander,Republican,Alexander
Lamar S. Smith,LamarSmithTX21,2008-08-14 00:00:00+00:00,15856366,male,United States of America,1947-11-19 00:00:00+00:00,72.0,,Republican,Smith
Lamont Bagby,delegatebagby,2009-12-11 00:00:00+00:00,96161390,male,United States of America,1976-12-21 00:00:00+00:00,43.0,,Democratic,Bagby
Lance Gooden,Lancegooden,2018-08-13 00:00:00+00:00,1029094268542099457,male,United States of America,1982-12-01 00:00:00+00:00,37.0,,Republican,Gooden
Larry Bucshon,RepLarryBucshon,2011-01-06 00:00:00+00:00,234812598,male,United States of America,1962-05-31 00:00:00+00:00,58.0,,Republican,Bucshon
Larry Farnese,larryfarnese,2012-01-18 00:00:00+00:00,467208985,male,United States of America,1968-06-01 00:00:00+00:00,52.0,larry_farnese,Democratic,Farnese
Larry Hogan,LarryHogan,2011-04-10 00:00:00+00:00,280121510,male,United States of America,1956-05-25 00:00:00+00:00,64.0,larryhogan,Republican,Hogan
Larry Pratt,larrypratt,2008-12-17 00:00:00+00:00,18206234,male,United States of America,1942-11-13 00:00:00+00:00,78.0,,Republican,Pratt
Larry Pratt,larrypratt,2008-12-17 00:00:00+00:00,18206234,male,United States of America,1942-11-13 00:00:00+00:00,78.0,,Other,Pratt
Larry Pressler,larrypressler,2014-03-14 00:00:00+00:00,2389851715,male,United States of America,1942-03-29 00:00:00+00:00,78.0,,Republican,Pressler
Lashrecse Aird,delegateaird,2016-07-07 00:00:00+00:00,751075331801485313,female,United States of America,1986-06-22 00:00:00+00:00,34.0,,Democratic,Aird
Laura Bush,laurawbush,2010-04-09 00:00:00+00:00,131204770,female,United States of America,1946-11-04 00:00:00+00:00,74.0,,Republican,Bush
Laura Kelly,GovLauraKelly,2018-09-13 00:00:00+00:00,1040058893907513344,female,United States of America,1950-01-24 00:00:00+00:00,70.0,govlaurakelly,Democratic,Kelly
Lauren Cheape,laurencheape,,,female,United States of America,1987-08-16 00:00:00+00:00,33.0,,Republican,Cheape
Lauren Underwood,LUnderwood630,,,female,United States of America,1986-10-04 00:00:00+00:00,34.0,,Democratic,Underwood
Lawrence Lessig,lessig,2007-12-20 00:00:00+00:00,11388132,male,United States of America,1961-06-03 00:00:00+00:00,59.0,,Democratic,Lessig
Lawrence Summers,LHSummers,2011-01-10 00:00:00+00:00,236526490,male,United States of America,1954-11-30 00:00:00+00:00,65.0,,Democratic,Summers
Lea Whitford,WhitfordLea,2013-10-04 00:00:00+00:00,1935131730,female,United States of America,1966-03-01 00:00:00+00:00,54.0,,Democratic,Whitford
Leah Vukmir,LeahVukmir,2009-04-05 00:00:00+00:00,28946201,female,United States of America,1958-04-26 00:00:00+00:00,62.0,,Republican,Vukmir
Lee J. Carter,carterforva,2016-01-31 00:00:00+00:00,4842843378,male,United States of America,1987-06-02 00:00:00+00:00,33.0,,Democratic,Carter
Lee Zeldin,RepLeeZeldin,2014-08-20 00:00:00+00:00,2750127259,male,United States of America,1980-01-30 00:00:00+00:00,40.0,,Republican,Zeldin
Len Suzio,senatorsuzio,2011-10-12 00:00:00+00:00,389630751,male,United States of America,1948-01-04 00:00:00+00:00,72.0,,Republican,Suzio
Lena Taylor,SenTaylor,2009-07-07 00:00:00+00:00,54635428,female,United States of America,1966-07-25 00:00:00+00:00,54.0,,Democratic,Taylor
Leonard Lance,RepLanceNJ7,2012-06-20 00:00:00+00:00,613725908,male,United States of America,1952-06-25 00:00:00+00:00,68.0,,Republican,Lance
Les Adams,LesAdamsVA,2013-04-11 00:00:00+00:00,1345917452,male,United States of America,1974-06-18 00:00:00+00:00,46.0,,Republican,Adams
Lesley Cohen,Cohen4AD29,2013-12-15 00:00:00+00:00,2247906445,female,United States of America,1970-12-22 00:00:00+00:00,49.0,,Democratic,Cohen
Leslie Feinberg,lesliefeinberg,,,transgender female,United States of America,1949-09-01 00:00:00+00:00,71.0,,Other,Feinberg
Leslie Munger,LeslieMungerIL,2015-01-09 00:00:00+00:00,2969913886,female,United States of America,1956-09-05 00:00:00+00:00,64.0,,Republican,Munger
Leslie Rutledge,LeslieRutledge,2009-02-13 00:00:00+00:00,20776505,female,United States of America,1976-06-09 00:00:00+00:00,44.0,,Republican,Rutledge
Letitia James,TishJames,2009-04-03 00:00:00+00:00,28502793,female,United States of America,1962-10-17 00:00:00+00:00,58.0,tishjames2018,Other,James
Letitia James,TishJames,2009-04-03 00:00:00+00:00,28502793,female,United States of America,1962-10-17 00:00:00+00:00,58.0,tishjames2018,Democratic,James
